,ID_2020,ëIéËñº_2020,îN_2020,É`Å[ÉÄ_2020,ééçá_2020,ë≈ê»_2020,ë≈êî_2020,ìæì__2020,à¿ë≈_2020,ìÒó€ë≈_2020,éOó€ë≈_2020,ñ{ó€ë≈_2020,ó€ë≈_2020,ë≈ì__2020,ìêó€_2020,ìêó€éh_2020,ã]ë≈_2020,ã]îÚ_2020,élãÖ_2020,éÄãÖ_2020,éOêU_2020,ïπéEë≈_2020,ë≈ó¶_2020,í∑ë≈ó¶_2020,èoó€ó¶_2020,íPë≈_2020,wOBAï™éq_2020,wOBAï™ïÍ_2020,wOBA_2020,ÉäÅ[ÉO_2020,ÉäÅ[ÉOwOBA_2020,ë≈åÇìæì__2020,ÉäÅ[ÉOééçá_2020,ÉäÅ[ÉOë≈ê»_2020,ÉäÅ[ÉOìæì__2020,wRC_2020,ID_2019,ëIéËñº_2019,îN_2019,É`Å[ÉÄ_2019,ééçá_2019,ë≈ê»_2019,ë≈êî_2019,ìæì__2019,à¿ë≈_2019,ìÒó€ë≈_2019,éOó€ë≈_2019,ñ{ó€ë≈_2019,ó€ë≈_2019,ë≈ì__2019,ìêó€_2019,ìêó€éh_2019,ã]ë≈_2019,ã]îÚ_2019,élãÖ_2019,éÄãÖ_2019,éOêU_2019,ïπéEë≈_2019,ë≈ó¶_2019,í∑ë≈ó¶_2019,èoó€ó¶_2019,íPë≈_2019,wOBAï™éq_2019,wOBAï™ïÍ_2019,wOBA_2019,ÉäÅ[ÉO_2019,ÉäÅ[ÉOwOBA_2019,ë≈åÇìæì__2019,ÉäÅ[ÉOééçá_2019,ÉäÅ[ÉOë≈ê»_2019,ÉäÅ[ÉOìæì__2019,wRC_2019,ë≈ê»î‰ó¶,p_ë≈ê»_2019,p_ë≈êî_2019,p_ìæì__2019,p_à¿ë≈_2019,p_ìÒó€ë≈_2019,p_éOó€ë≈_2019,p_ñ{ó€ë≈_2019,p_ó€ë≈_2019,p_ë≈ì__2019,p_ìêó€_2019,p_ìêó€éh_2019,p_ã]ë≈_2019,p_ã]îÚ_2019,p_élãÖ_2019,p_éÄãÖ_2019,p_éOêU_2019,p_ïπéEë≈_2019,p_íPë≈_2019,p_wOBAï™éq_2019,p_wOBAï™ïÍ_2019,p_wOBA_2019,p_ë≈åÇìæì__2019,p_wRC_2019,êLÇ—
193,51455131,èºà‰Å@âÎêl,2020,ÉIÉäÉbÉNÉX,23,40,36,5,8,2,0,1,13,4,0,0,0,0,3,1,7,2,0.222,0.361,0.3,5,11.9,40,0.2975,Ép,0.31533049922877243,-0.6537849717216564,720,27080,2963,3.722876771262095,51455131.0,èºà‰Å@âÎêl,2019.0,ÉIÉäÉbÉNÉX,24.0,42.0,36.0,5.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,0.19399999999999998,0.19399999999999998,0.256,7.0,8.399999999999999,39.0,0.21538461538461534,Ép,0.31988897159161395,-3.918913357762448,858.0,32792.0,3698.0,0.8174857639745605,0.9523809523809523,40.0,34.285714285714285,4.761904761904762,6.666666666666666,0.0,0.0,0.0,6.666666666666666,1.9047619047619047,0.0,0.0,2.8571428571428568,0.0,2.8571428571428568,0.0,6.666666666666666,0.0,6.666666666666666,8.0,37.14285714285714,0.2153846153846154,-3.7322984359642337,0.7785578704519649,2.94431890081013
197,51055135,Ó‡èÈÅ@èrêl,2020,â°ïlDeNA,23,46,42,4,8,0,0,3,17,5,0,0,1,0,2,1,22,1,0.19,0.405,0.244,5,12.6,45,0.27999999999999997,ÉZ,0.3185745868775059,-1.5751289641648252,720,27093,2962,3.4539191294386886,51055135.0,Ó‡èÈÅ@èrêl,2019.0,ÉIÉäÉbÉNÉX,5.0,12.0,11.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.182,0.182,0.25,2.0,2.5,12.0,0.20833333333333334,Ép,0.31988897159161395,-1.2085194144647067,858.0,32792.0,3698.0,0.14473747746015309,3.8333333333333335,46.0,42.16666666666667,3.8333333333333335,7.666666666666667,0.0,0.0,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.0,15.333333333333334,0.0,7.666666666666667,9.583333333333334,46.00000000000001,0.20833333333333331,-4.632657755448044,0.5548269969305846,2.899092132508104
146,81085136,ìcíÜÅ@èrëæ,2020,ì«Å@îÑ,48,78,68,7,18,2,1,1,25,6,2,0,0,1,8,1,15,0,0.265,0.368,0.34600000000000003,14,25.1,78,0.3217948717948718,ÉZ,0.3185745868775059,0.23615422727350105,720,27093,2962,8.763670559905545,81085136.0,ìcíÜÅ@èrëæ,2019.0,ì«Å@îÑ,62.0,176.0,156.0,17.0,35.0,7.0,0.0,4.0,54.0,14.0,2.0,0.0,4.0,2.0,14.0,0.0,36.0,2.0,0.22399999999999998,0.34600000000000003,0.285,24.0,48.5,172.0,0.2819767441860465,ÉZ,0.31900344388942325,-5.924271952540279,858.0,32803.0,3607.0,13.42859211477064,0.4431818181818182,78.0,69.13636363636364,7.534090909090909,15.511363636363637,3.102272727272727,0.0,1.7727272727272727,23.93181818181818,6.204545454545454,0.8863636363636364,0.0,1.7727272727272727,0.8863636363636364,6.204545454545454,0.0,15.954545454545455,0.8863636363636364,10.636363636363637,21.494318181818187,76.22727272727273,0.28197674418604657,-2.625529615330347,5.951307869046081,2.812362690859464
143,3105132,â°îˆÅ@èråö,2020,ñkäCìπì˙ñ{ÉnÉÄ,44,116,107,10,27,2,0,2,35,11,0,0,0,1,6,2,16,3,0.252,0.327,0.302,23,32.9,116,0.2836206896551724,Ép,0.31533049922877243,-3.3031051639166704,720,27080,2963,9.38921389073621,3105132.0,â°îˆÅ@èråö,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,78.0,191.0,170.0,7.0,32.0,10.0,0.0,3.0,51.0,13.0,0.0,0.0,1.0,1.0,15.0,4.0,34.0,4.0,0.188,0.3,0.268,19.0,49.4,190.0,0.26,Ép,0.31988897159161395,-10.530477504858785,858.0,32792.0,3698.0,11.008861358278564,0.6073298429319371,116.0,103.24607329842931,4.25130890052356,19.43455497382199,6.0732984293193715,0.0,1.8219895287958114,30.973821989528794,7.895287958115183,0.0,0.0,0.6073298429319371,0.6073298429319371,9.109947643979057,2.4293193717277486,20.649214659685864,2.4293193717277486,11.539267015706805,30.002094240837692,115.39267015706804,0.26,-6.395473249024183,6.686010039582794,2.7032038511534155
204,41145130,êŒêÏÅ@èx,2020,íÜÅ@ì˙,11,13,10,0,3,0,1,0,5,2,0,0,0,0,1,2,3,0,0.3,0.5,0.462,2,5.5,13,0.4230769230769231,ÉZ,0.3185745868775059,1.3933644826588958,720,27093,2962,2.814617204764237,41145130.0,êŒêÏÅ@èx,2019.0,íÜÅ@ì˙,8.0,8.0,8.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.125,0.375,0.125,0.0,1.6,8.0,0.2,ÉZ,0.31900344388942325,-0.793356292596155,858.0,32803.0,3607.0,0.08631934682706843,1.625,13.0,13.0,0.0,1.625,0.0,1.625,0.0,4.875,4.875,0.0,0.0,0.0,0.0,0.0,0.0,4.875,0.0,0.0,2.6,13.0,0.2,-1.2892039754687519,0.14026893859398615,2.6743482661702505
34,81685139,ìnÁ≥Å@ó»,2020,ñkäCìπì˙ñ{ÉnÉÄ,117,465,414,49,117,13,4,6,156,39,4,2,5,3,43,0,81,9,0.28300000000000003,0.377,0.348,94,150.0,460,0.32608695652173914,Ép,0.31533049922877243,4.580458063921655,720,27080,2963,55.459150826107766,81685139.0,ìnÁ≥Å@ó»,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,132.0,543.0,481.0,60.0,126.0,16.0,5.0,11.0,185.0,58.0,0.0,2.0,3.0,5.0,48.0,6.0,120.0,8.0,0.262,0.385,0.33299999999999996,94.0,173.20000000000002,540.0,0.32074074074074077,Ép,0.31988897159161395,0.42730418981195684,858.0,32792.0,3698.0,61.662178549411855,0.856353591160221,465.0,411.90607734806633,51.38121546961326,107.90055248618785,13.701657458563536,4.281767955801105,9.419889502762432,158.4254143646409,49.668508287292816,0.0,1.712707182320442,2.569060773480663,4.281767955801105,41.10497237569061,5.138121546961326,102.76243093922652,6.850828729281768,80.49723756906079,148.32044198895028,462.4309392265194,0.3207407407407407,0.3659234774632541,52.80462803955157,2.6545227865561998
337,81285138,ç™îˆÅ@çV,2020,íÜÅ@ì˙,9,25,23,3,2,0,0,0,2,0,0,0,0,0,2,0,7,0,0.087,0.087,0.16,2,3.2,25,0.128,ÉZ,0.3185745868775059,-4.287928204743883,720,27093,2962,-1.554749893002843,81285138.0,ç™îˆÅ@çV,2019.0,íÜÅ@ì˙,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ÉZ,0.31900344388942325,-0.5316724064823721,858.0,32803.0,3607.0,-0.31175349662656626,12.5,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,-6.645905081029651,-3.896918707832078,2.3421688148292352
243,91995137,ïêìcÅ@åíå·,2020,íÜÅ@ì˙,84,64,55,9,10,2,0,0,12,2,1,0,3,1,5,0,13,2,0.182,0.218,0.24600000000000002,8,13.299999999999999,61,0.21803278688524588,ÉZ,0.3185745868775059,-5.8649383328818345,720,27093,2962,1.1319981451752286,91995137.0,ïêìcÅ@åíå·,2019.0,ÉIÉäÉbÉNÉX,6.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.125,0.222,1.0,1.6,9.0,0.17777777777777778,Ép,0.31988897159161395,-1.1842599484486347,858.0,32792.0,3698.0,-0.16931727950498998,7.111111111111111,64.0,56.888888888888886,0.0,7.111111111111111,0.0,0.0,0.0,7.111111111111111,0.0,7.111111111111111,0.0,0.0,0.0,0.0,7.111111111111111,7.111111111111111,0.0,7.111111111111111,11.377777777777776,64.0,0.17777777777777776,-8.42140407785696,-1.2040339875910426,2.336032132766271
198,21825138,éRñÏï”Å@„ƒ,2020,çÈã êºïê,53,64,60,11,14,3,0,0,17,4,5,2,0,1,1,2,11,2,0.233,0.28300000000000003,0.266,11,15.9,64,0.2484375,Ép,0.31533049922877243,-3.7906032896304374,720,27080,2963,3.2120554991435655,21825138.0,éRñÏï”Å@„ƒ,2019.0,çÈã êºïê,9.0,18.0,14.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.071,0.14300000000000002,0.278,0.0,4.1,18.0,0.22777777777777775,Ép,0.31988897159161395,-1.6887052199203305,858.0,32792.0,3698.0,0.3411801179669589,3.5555555555555554,64.0,49.77777777777777,3.5555555555555554,3.5555555555555554,3.5555555555555554,0.0,0.0,7.111111111111111,3.5555555555555554,3.5555555555555554,0.0,0.0,0.0,7.111111111111111,7.111111111111111,14.222222222222221,3.5555555555555554,0.0,14.577777777777776,64.0,0.22777777777777775,-6.004285226383398,1.2130848638825205,1.998970635261045
78,41945132,éƒìcÅ@ó≥ëÒ,2020,â°ïlDeNA,110,276,233,33,62,14,0,2,82,20,0,0,9,1,29,4,50,1,0.266,0.35200000000000004,0.35600000000000004,46,86.7,267,0.32471910112359553,ÉZ,0.3185745868775059,1.58733284690649,720,27093,2962,31.761621408527578,41945132.0,éƒìcÅ@ó≥ëÒ,2019.0,â°ïlDeNA,111.0,196.0,164.0,22.0,42.0,8.0,1.0,3.0,61.0,17.0,3.0,0.0,10.0,2.0,20.0,0.0,38.0,3.0,0.256,0.37200000000000005,0.33299999999999996,30.0,59.0,186.0,0.3172043010752688,ÉZ,0.31900344388942325,-0.32684427790472365,858.0,32803.0,3607.0,21.225208887964254,1.4081632653061225,276.0,230.9387755102041,30.979591836734695,59.142857142857146,11.26530612244898,1.4081632653061225,4.224489795918368,85.89795918367346,23.93877551020408,4.224489795918368,0.0,14.081632653061224,2.816326530612245,28.163265306122447,0.0,53.51020408163265,4.224489795918368,42.244897959183675,83.08163265306123,261.9183673469388,0.3172043010752688,-0.4602501056209374,29.888559454480273,1.873061954047305
234,91295139,ì°à‰Å@ó∫ëæ,2020,ìåãûÉÑÉNÉãÉg,10,20,18,1,5,0,0,0,5,0,0,0,1,0,1,0,3,0,0.278,0.278,0.316,5,5.2,19,0.2736842105263158,ÉZ,0.3185745868775059,-0.7855815861458265,720,27093,2962,1.4009610632470055,91295139.0,ì°à‰Å@ó∫ëæ,2019.0,ìåãûÉÑÉNÉãÉg,6.0,17.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.077,0.077,0.25,1.0,2.9999999999999996,16.0,0.18749999999999997,ÉZ,0.31900344388942325,-2.1917240648237213,858.0,32803.0,3607.0,-0.32241333104937153,1.1764705882352942,20.0,15.294117647058824,1.1764705882352942,1.1764705882352942,0.0,0.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,3.5294117647058822,0.0,3.5294117647058822,0.0,1.1764705882352942,3.5294117647058822,18.823529411764707,0.1875,-2.5784988997926135,-0.3793098012345548,1.7802708644815604
139,11215118,íÜìáÅ@ëÏñÁ,2020,ñkäCìπì˙ñ{ÉnÉÄ,88,191,159,22,32,5,0,0,37,8,11,2,10,0,22,0,36,1,0.201,0.233,0.298,27,46.2,181,0.2552486187845304,Ép,0.31533049922877243,-10.664533778852956,720,27080,2963,10.23402604389446,11215118.0,íÜìáÅ@ëÏñÁ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,120.0,328.0,291.0,39.0,64.0,5.0,1.0,0.0,71.0,16.0,12.0,5.0,12.0,1.0,22.0,2.0,70.0,2.0,0.22,0.244,0.278,58.0,77.1,316.0,0.2439873417721519,Ép,0.31988897159161395,-22.32772943855842,858.0,32792.0,3698.0,14.66129227405441,0.5823170731707317,191.0,169.4542682926829,22.710365853658534,37.26829268292683,2.911585365853658,0.5823170731707317,0.0,41.34451219512195,9.317073170731707,6.98780487804878,2.911585365853658,6.98780487804878,0.5823170731707317,12.810975609756097,1.1646341463414633,40.762195121951216,1.1646341463414633,33.77439024390243,44.8966463414634,184.0121951219512,0.24398734177215184,-13.001818057209334,8.537520805928015,1.696505237966445
15,1305131,ëÂìáÅ@ómïΩ,2020,íÜÅ@ì˙,118,525,462,58,146,21,3,1,176,30,16,8,9,3,47,4,51,5,0.316,0.381,0.382,121,178.70000000000002,516,0.3463178294573644,ÉZ,0.3185745868775059,13.386114544781725,720,27093,2962,70.78285909134357,1305131.0,ëÂìáÅ@ómïΩ,2019.0,íÜÅ@ì˙,143.0,623.0,558.0,89.0,174.0,23.0,3.0,3.0,212.0,45.0,30.0,7.0,3.0,3.0,50.0,9.0,78.0,5.0,0.312,0.38,0.376,145.0,212.50000000000003,620.0,0.342741935483871,ÉZ,0.31900344388942325,13.550722285163921,858.0,32803.0,3607.0,82.05546270524744,0.8426966292134831,525.0,470.2247191011236,75.0,146.62921348314606,19.382022471910112,2.528089887640449,2.528089887640449,178.65168539325842,37.92134831460674,25.280898876404493,5.8988764044943816,2.528089887640449,2.528089887640449,42.13483146067416,7.584269662921348,65.73033707865169,4.213483146067415,122.19101123595505,179.07303370786514,522.4719101123596,0.34274193548387083,11.419147993115581,69.14786183026462,1.6349972610789507
126,81785118,êôíJÅ@åùém,2020,ñkäCìπì˙ñ{ÉnÉÄ,88,161,131,28,29,8,1,2,45,11,4,1,14,0,12,4,32,2,0.221,0.344,0.306,18,43.4,147,0.29523809523809524,Ép,0.31533049922877243,-2.9636295886248853,720,27080,2963,14.652433926884717,81785118.0,êôíJÅ@åùém,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,83.0,157.0,134.0,15.0,28.0,4.0,1.0,4.0,46.0,12.0,5.0,1.0,6.0,1.0,13.0,3.0,36.0,2.0,0.209,0.34299999999999997,0.29100000000000004,19.0,43.1,151.0,0.285430463576159,Ép,0.31988897159161395,-4.996483662240971,858.0,32792.0,3698.0,12.708627340442609,1.0254777070063694,161.0,137.4140127388535,15.38216560509554,28.713375796178344,4.101910828025478,1.0254777070063694,4.101910828025478,47.17197452229299,12.305732484076433,5.127388535031847,1.0254777070063694,6.1528662420382165,1.0254777070063694,13.331210191082803,3.0764331210191083,36.9171974522293,2.050955414012739,19.484076433121018,44.19808917197452,154.84713375796179,0.2854304635761589,-5.123782609049665,13.032414024275536,1.6200199026091813
227,31735134,ã„ãSÅ@ó≤ïΩ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,5,5,4,2,1,0,0,1,4,1,0,0,0,0,1,0,2,0,0.25,1.0,0.4,0,2.7,5,0.54,Ép,0.31533049922877243,1.123347503856138,720,27080,2963,1.670430221729107,31735134.0,ã„ãSÅ@ó≤ïΩ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.7,3.0,0.2333333333333333,Ép,0.31988897159161395,-0.2885187941942688,858.0,32792.0,3698.0,0.04979542878694615,1.6666666666666667,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,1.1666666666666667,5.0,0.23333333333333334,-0.4808646569904479,0.08299238131157693,1.58743784041753
148,91995130,ç≤ñÏÅ@·©ëÂ,2020,ÉIÉäÉbÉNÉX,77,162,140,22,30,5,3,0,41,3,20,4,13,0,9,0,37,2,0.214,0.293,0.262,22,37.400000000000006,149,0.251006711409396,Ép,0.31533049922877243,-9.166139764261139,720,27080,2963,8.559340294823055,91995130.0,ç≤ñÏÅ@·©ëÂ,2019.0,ÉIÉäÉbÉNÉX,68.0,130.0,121.0,22.0,25.0,5.0,1.0,1.0,35.0,9.0,12.0,3.0,3.0,0.0,5.0,1.0,43.0,2.0,0.207,0.289,0.244,18.0,30.5,127.0,0.24015748031496062,Ép,0.31988897159161395,-9.036235678020711,858.0,32792.0,3698.0,5.624047317831936,1.2461538461538462,162.0,150.7846153846154,27.415384615384617,31.153846153846153,6.230769230769231,1.2461538461538462,1.2461538461538462,43.61538461538461,11.215384615384615,14.953846153846154,3.7384615384615385,3.7384615384615385,0.0,6.230769230769231,1.2461538461538462,53.58461538461538,2.4923076923076923,22.430769230769233,38.00769230769231,158.26153846153846,0.24015748031496065,-11.260539844918112,7.008428196067493,1.5509120987555622
239,81885114,ìnï”Å@íºêl,2020,ìåñkäyìV,1,4,4,1,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0.5,0.75,0.5,1,2.2,4,0.55,Ép,0.31533049922877243,0.7822316692374254,720,27080,2963,1.2198978435358006,81885114.0,ìnï”Å@íºêl,2019.0,ìåñkäyìV,19.0,19.0,16.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.063,0.25,0.16699999999999998,0.0,3.4,18.0,0.18888888888888888,Ép,0.31988897159161395,-2.292501447297689,858.0,32792.0,3698.0,-0.14984470174999442,0.21052631578947367,4.0,3.3684210526315788,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.8421052631578947,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,1.4736842105263157,0.0,0.0,0.7157894736842105,3.7894736842105257,0.1888888888888889,-0.4826318836416185,-0.031546252999998636,1.2514440965357991
192,51455131,èºà‰Å@âÎêl,2020,ÉIÉäÉbÉNÉX,23,40,36,5,8,2,0,1,13,4,0,0,0,0,3,1,7,2,0.222,0.361,0.3,5,11.9,40,0.2975,Ép,0.31533049922877243,-0.6537849717216564,720,27080,2963,3.722876771262095,51455131.0,èºà‰Å@âÎêl,2019.0,íÜÅ@ì˙,20.0,39.0,33.0,3.0,7.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,12.0,1.0,0.212,0.273,0.297,5.0,9.9,37.0,0.26756756756756755,ÉZ,0.31900344388942325,-1.8431189015331626,858.0,32803.0,3607.0,2.4452998406550517,1.0256410256410255,40.0,33.84615384615384,3.0769230769230766,7.179487179487179,2.051282051282051,0.0,0.0,9.23076923076923,2.051282051282051,0.0,0.0,2.051282051282051,0.0,4.102564102564102,0.0,12.307692307692307,1.0256410256410255,5.128205128205128,10.153846153846153,37.94871794871794,0.2675675675675676,-1.8903783605468314,2.5079998365692857,1.2148769346928092
59,21325139,î~ñÏÅ@ó≤ëæòY,2020,ç„Å@ê_,98,342,298,36,78,17,0,7,116,29,5,1,9,2,33,0,77,9,0.262,0.389,0.33299999999999996,54,107.80000000000001,333,0.32372372372372377,ÉZ,0.3185745868775059,1.6176871591867814,720,27093,2962,39.00756646380421,21325139.0,î~ñÏÅ@ó≤ëæòY,2019.0,ç„Å@ê_,129.0,492.0,433.0,49.0,115.0,22.0,3.0,9.0,170.0,59.0,14.0,3.0,16.0,3.0,34.0,6.0,83.0,16.0,0.266,0.39299999999999996,0.326,81.0,152.3,476.0,0.31995798319327734,ÉZ,0.31900344388942325,0.4255654396349462,858.0,32803.0,3607.0,54.52561726416319,0.6951219512195121,342.0,300.98780487804873,34.06097560975609,79.9390243902439,15.292682926829267,2.085365853658536,6.2560975609756095,118.17073170731706,41.012195121951216,9.73170731707317,2.085365853658536,11.121951219512194,2.085365853658536,23.634146341463413,4.170731707317072,57.695121951219505,11.121951219512194,56.30487804878048,105.8670731707317,330.87804878048775,0.31995798319327734,0.29581987877063337,37.90195346411344,1.10561299969077
165,31535130,è¨ìcÅ@óTñÁ,2020,ÉIÉäÉbÉNÉX,87,94,88,19,21,3,2,1,31,7,4,2,3,0,2,1,23,1,0.239,0.35200000000000004,0.264,15,24.7,91,0.2714285714285714,Ép,0.31533049922877243,-3.548739163849583,720,27080,2963,6.736415932162234,31535130.0,è¨ìcÅ@óTñÁ,2019.0,ÉIÉäÉbÉNÉX,82.0,203.0,180.0,21.0,37.0,5.0,2.0,3.0,55.0,21.0,9.0,5.0,3.0,2.0,12.0,6.0,47.0,0.0,0.20600000000000002,0.306,0.275,27.0,52.6,200.0,0.263,Ép,0.31988897159161395,-10.571867220774925,858.0,32792.0,3698.0,12.320728534287285,0.4630541871921182,94.0,83.34975369458128,9.724137931034482,17.133004926108374,2.315270935960591,0.9261083743842364,1.3891625615763545,25.467980295566502,9.724137931034482,4.167487684729064,2.315270935960591,1.3891625615763545,0.9261083743842364,5.556650246305418,2.778325123152709,21.763546798029555,0.0,12.502463054187192,24.356650246305417,92.61083743842366,0.26299999999999996,-4.895347383018936,5.7051649370591315,1.0312509951031021
303,21825133,ãgêÏÅ@ëÂäÙ,2020,ì«Å@îÑ,30,12,10,1,1,0,0,0,1,0,2,1,1,0,1,0,2,0,0.1,0.1,0.182,1,1.6,11,0.14545454545454548,ÉZ,0.3185745868775059,-1.8754671154154046,720,27093,2962,-0.5635415257797052,21825133.0,ãgêÏÅ@ëÂäÙ,2019.0,ì«Å@îÑ,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.1,0.0,0.7,10.0,0.06999999999999999,ÉZ,0.31900344388942325,-2.28253156898638,858.0,32803.0,3607.0,-1.1829370197073505,1.2,12.0,10.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3.5999999999999996,1.2,0.0,0.84,11.999999999999998,0.07,-2.7390378827836557,-1.4195244236488205,0.8559828978691153
119,21625132,úAâ™Å@ëÂéu,2020,ìåãûÉÑÉNÉãÉg,87,142,121,15,26,4,0,8,54,15,4,0,3,2,16,0,43,4,0.215,0.446,0.302,14,45.0,139,0.3237410071942446,ÉZ,0.3185745868775059,0.6888560422318262,720,27093,2962,16.213308852920935,21625132.0,úAâ™Å@ëÂéu,2019.0,ìåãûÉÑÉNÉãÉg,91.0,243.0,202.0,32.0,41.0,6.0,1.0,10.0,79.0,25.0,1.0,1.0,5.0,1.0,33.0,2.0,77.0,4.0,0.203,0.391,0.319,24.0,75.5,238.0,0.3172268907563025,ÉZ,0.31900344388942325,-0.41304860345057454,858.0,32803.0,3607.0,26.30709894402984,0.5843621399176955,142.0,118.04115226337449,18.699588477366255,23.958847736625515,3.506172839506173,0.5843621399176955,5.843621399176955,46.16460905349794,14.609053497942387,0.5843621399176955,0.5843621399176955,2.9218106995884776,0.5843621399176955,19.28395061728395,1.168724279835391,44.99588477366255,2.337448559670782,14.024691358024691,44.11934156378601,139.0781893004115,0.31722689075630256,-0.24136996580238584,15.37287263395983,0.8404362189611057
242,71275117,íﬂâ™Å@êTñÁ,2020,ñkäCìπì˙ñ{ÉnÉÄ,18,17,17,0,5,0,0,0,5,2,0,0,0,0,0,0,2,0,0.294,0.294,0.294,5,4.5,17,0.2647058823529412,Ép,0.31533049922877243,-0.7171820724076094,720,27080,2963,1.142899168360485,71275117.0,íﬂâ™Å@êTñÁ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,35.0,69.0,62.0,4.0,11.0,2.0,0.0,1.0,16.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,13.0,2.0,0.177,0.258,0.215,8.0,13.9,65.0,0.21384615384615385,Ép,0.31988897159161395,-6.362569064727606,858.0,32792.0,3698.0,1.4186580638403372,0.2463768115942029,17.0,15.27536231884058,0.9855072463768116,2.710144927536232,0.4927536231884058,0.0,0.2463768115942029,3.9420289855072466,0.9855072463768116,0.0,0.0,0.9855072463768116,0.0,0.7391304347826088,0.0,3.2028985507246377,0.4927536231884058,1.9710144927536233,3.4246376811594206,16.014492753623188,0.21384615384615388,-1.5675894797154968,0.3495244505113877,0.7933747178490973
49,1405116,èºéRÅ@ó≥ïΩ,2020,çLìáìåóm,108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,1,72,11,0.27699999999999997,0.41600000000000004,0.306,75,134.79999999999998,425,0.3171764705882352,ÉZ,0.3185745868775059,-0.5196332208455983,720,27093,2962,45.94439807875209,1405116.0,èºéRÅ@ó≥ïΩ,2019.0,çLìáìåóm,110.0,327.0,294.0,21.0,76.0,14.0,1.0,6.0,110.0,49.0,0.0,0.0,0.0,2.0,29.0,2.0,42.0,7.0,0.259,0.374,0.327,55.0,103.0,327.0,0.3149847094801223,ÉZ,0.31900344388942325,-1.205620322790285,858.0,32803.0,3607.0,34.75112143863397,1.2996941896024465,425.0,382.11009174311926,27.293577981651378,98.77675840978594,18.195718654434252,1.2996941896024465,7.79816513761468,142.96636085626912,63.68501529051988,0.0,0.0,0.0,2.599388379204893,37.69113149847095,2.599388379204893,54.587155963302756,9.097859327217126,71.48318042813457,133.868501529052,424.99999999999994,0.3149847094801224,-1.5669377283971162,45.16583061596163,0.7785674627904555
